date;country;risk;title;fake;supChainName;location;typeOfTransport
09.03.2022;Greece;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Turkey;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;Bosch Battery;Turkey;ship
09.03.2022;Austria;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;Bosch Part 1;Austria;truck
09.03.2022;Belgium;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Hungary;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Ireland;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Portugal;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Czech Republic;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Slovakia;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Slovenia;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Luxembourg;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Romania;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;Bosch Part 1;Romania;truck
09.03.2022;Bulgaria;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Croatia;Conflicts;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Estonia;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Latvia;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Lithuania;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Cyprus;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Malta;Economic Sanctions;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Serbia;Conflicts;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Bosnia and Herzegovina;Conflicts;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
09.03.2022;Montenegro;Conflicts;"['War in Ukraine: Troops dig in near Kyiv', ""Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer"", ""'We are not co-operating': Life in occupied Ukraine"", 'Private military firms see demand in Ukraine war', 'What is going on with the partygate probe?', 'Russia-Ukraine: Is internet on verge of break-up?', 'War in Ukraine: Warning oil sanctions will further hit UK living costs', 'War in Ukraine: West hits Russia with oil bans and gas curbs', 'War in Ukraine: McDonaldâ€™s, Coca-Cola and Starbucks halt Russian sales', 'The Papers: Zelensky channels Churchill and US-UK oil ban']";No;;;
